"Park_code","Loc_code","Unit_code","Location_code","Calendar_year","Start_date","Start_time","End_date","End_time","Hours_spent","Transect_easting","Transect_northing","GPS_file_name","Transect_notes","Event_notes","Entered_by","Entered_date","Updated_by","Updated_date","Verified_by","Verified_date","Certified_by","Certified_date","Is_excluded","QA_notes"
"SAJH","AC.1-10","AC","1-10","2013",5/7/2013 0:00:00,12/30/1899 8:15:00,5/7/2013 0:00:00,12/30/1899 11:37:00,3.50,499928,5366957,"R050708A AC1-10.cor","overcaast, breezy, cool","Met with Amy Lambert on transect","jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 17:24:28,"Wong_Michelle",6/30/2016 13:55:37,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-10","AC","1-10","2008",4/29/2008 0:00:00,12/30/1899 14:25:00,4/29/2008 0:00:00,12/30/1899 16:12:00,1.75,499928,5366957,"J042914P1T10.cor and J042908P1T10A.cor",,"End time taken from GPS file.","Grace_Lise",8/6/2009 16:12:04,"Antonova_Natalya",7/8/2016 15:00:56,"Grace_Lise",7/1/2016 15:50:58,"Boetsch_John",7/11/2016 18:54:35,0,"Segs 66 & 67 are same type, do they need to be merged? (LPG, 7/1/16)"
"SAJH","AC.1-10","AC","1-10","2015",5/11/2015 0:00:00,12/30/1899 8:50:00,5/11/2015 0:00:00,12/30/1899 11:30:00,2.50,499928,5366957,"R051108AAC1-10.cor","Overcast, windy, slightly sprinkling",,"jboetsch",6/15/2016 15:40:27,"Casillas_Brownson_Ana",6/27/2016 10:52:00,"Casillas_Brownson_Ana",6/27/2016 10:52:04,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-11","AC","1-11","2015",5/10/2015 0:00:00,12/30/1899 12:45:00,5/13/2015 0:00:00,12/30/1899 13:55:00,1.00,501701,5366813,"R051316AA1-11.cor and R051012AAC1-11.cor","Partly cloudy, breezy",,"jboetsch",6/15/2016 15:40:27,"Casillas_Brownson_Ana",6/27/2016 15:17:29,"Casillas_Brownson_Ana",6/27/2016 15:17:29,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-11","AC","1-11","2009",6/3/2009 0:00:00,12/30/1899 8:05:00,6/24/2009 0:00:00,12/30/1899 13:10:00,1.25,501701,5366813,"J060308A91T11 and I062412AT11","Also 12:40-13:10 on 6/24/09","GPS point at trees at end of this field survey was difficult to receive and it seems as if we were off the line (east or west of line)","Johnson_Sacha",12/1/2009 13:38:52,"Antonova_Natalya",7/6/2016 17:59:40,"Humphries_Tanner",6/30/2016 13:04:31,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-11","AC","1-11","2013",5/7/2013 0:00:00,12/30/1899 16:48:00,5/8/2013 0:00:00,12/30/1899 18:02:00,1.00,501701,5366813,"R050716A AC-1-11.cor","clear, warm","Started at 6815 due to bank erosion","jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/8/2016 16:11:58,"Wong_Michelle",6/30/2016 14:01:34,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-11","AC","1-11","2012",5/31/2012 0:00:00,12/30/1899 14:56:00,,,1.50,501701,5366813,"I053113AAC1-11.cor","foggy/ cloudy",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 18:30:03,"Antonova_Natalya",7/1/2016 17:32:04,"Boetsch_John",7/11/2016 18:54:35,0,"segment 24 is the first segment and was added later, field surveys could not safely go to the ""real"" start point - RMR"
"SAJH","AC.1-11","AC","1-11","2014",6/10/2014 0:00:00,12/30/1899 9:20:00,6/10/2014 0:00:00,,1.20,501701,5366813,"P061008AAC1-11.cor","Overcast, breezy, sprinkles",,"jboetsch",6/15/2016 15:40:27,"Casillas_Brownson_Ana",6/29/2016 15:27:50,"Casillas_Brownson_Ana",6/29/2016 15:27:50,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-11","AC","1-11","2008",4/28/2008 0:00:00,12/30/1899 13:43:00,4/28/2008 0:00:00,12/30/1899 14:14:00,0.50,501701,5366813,"J042813AP1T11_2.cor and J042813AP1T11.cor","None","Start and end times taken from GPS file.","Grace_Lise",8/6/2009 16:12:04,"Antonova_Natalya",7/8/2016 14:50:41,"Silahua_Salvador",7/1/2016 10:23:13,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-12","AC","1-12","2012",5/29/2012 0:00:00,12/30/1899 14:38:00,5/30/2012 0:00:00,12/30/1899 15:30:00,5.75,498255,5367329,"I052914CAC1-12.cor","overcast, light breeze","transect done in 2 days of training","jboetsch",6/15/2016 15:40:27,"Rochefort_Regina_M",7/8/2016 17:11:47,"Antonova_Natalya",7/1/2016 17:43:29,"Boetsch_John",7/11/2016 18:54:35,0,"time for survey: 5/28/2012: 68 minutes, 5/30/12 4.75 hours so summed to 5.75 hours"
"SAJH","AC.1-12","AC","1-12","2013",5/8/2013 0:00:00,12/30/1899 9:15:00,5/8/2013 0:00:00,12/30/1899 12:40:00,4.50,498255,5367329,"R050809A AC-1-12.cor","cloudy, calm, cool","On segment 13 moved 2 meters North to record point elymus is not yet flowering","jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 18:18:15,"Antonova_Natalya",7/1/2016 17:41:41,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-12","AC","1-12","2015",5/13/2015 0:00:00,12/30/1899 10:00:00,5/13/2015 0:00:00,12/30/1899 14:30:00,4.50,498255,5367329,"S051310AAC1-12.cor","Overcast, breezy","""CARTUM"" may include some CARINO. All other sedges= ""Carex sp."" but includes CARpachystachya and Carex hassein/aurea","jboetsch",6/15/2016 15:40:27,"Casillas_Brownson_Ana",6/27/2016 16:06:13,"Casillas_Brownson_Ana",6/27/2016 16:06:13,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-12","AC","1-12","2008",5/1/2008 0:00:00,12/30/1899 8:58:00,5/1/2008 0:00:00,12/30/1899 12:24:00,3.50,498255,5367329,"I050108AP1T12.cor","None","Start and end times taken from the GPS file.","Grace_Lise",8/6/2009 16:12:04,"Rochefort_Regina_M",7/8/2016 16:10:25,"Antonova_Natalya",7/1/2016 15:51:04,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-12","AC","1-12","2009",6/25/2009 0:00:00,12/30/1899 13:52:00,6/30/2009 0:00:00,12/30/1899 13:20:00,3.50,498255,5367328,"E062513AP1T12 and I063010AP1T12",,,"Johnson_Sacha",12/2/2009 11:52:36,"Humphries_Tanner",6/30/2016 14:36:51,"Humphries_Tanner",6/30/2016 14:36:51,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-13","AC","1-13","2009",6/25/2009 0:00:00,12/30/1899 13:26:00,7/9/2009 0:00:00,12/30/1899 11:20:00,2.50,499340,5367020,"J062513AP1T13 and J070910AP1T13",,"From 7/9/09 data sheet: ""This is only the northern portion of Transect 13, Panel 1. It starts at the Cattle Point road and continues north.""","Johnson_Sacha",12/2/2009 14:09:34,"Humphries_Tanner",6/30/2016 15:07:26,"Humphries_Tanner",6/30/2016 15:07:27,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-13","AC","1-13","2008",4/30/2008 0:00:00,12/30/1899 13:37:00,4/30/2008 0:00:00,12/30/1899 15:08:00,1.50,499340,5367020,"R043011AP1T13.cor","None","Start and end times were extracted from GPS files.","Grace_Lise",8/6/2009 16:12:04,"Rochefort_Regina_M",7/8/2016 16:11:12,"Antonova_Natalya",7/1/2016 15:52:21,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-13","AC","1-13","2012",6/22/2012 0:00:00,12/30/1899 10:50:00,6/28/2012 0:00:00,,2.50,499341,5367020,"I062210AAC1-13.cor","cloudy, rain",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 18:29:28,"Rochefort_Regina_M",6/29/2016 13:58:24,"Boetsch_John",7/11/2016 18:54:35,0,"time estimate: 6/22/12: 55 minutes, 6/23 65 minutes, 6/26 est, 30 minutes for 7 segments because thethey did not list end time - RMR"
"SAJH","AC.1-13","AC","1-13","2014",6/11/2014 0:00:00,12/30/1899 10:20:00,6/23/2014 0:00:00,,2.50,499341,5367020,"P062314A1-13A.cor and R061110AAC1-13.cor","Sunny, 60s, high clouds",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 18:16:46,"Casillas_Brownson_Ana",6/29/2016 15:34:27,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-13","AC","1-13","2013",5/9/2013 0:00:00,12/30/1899 8:30:00,5/10/2013 0:00:00,,5.00,499340,5367020,"P050908A-AC1-13.cor","Clear, 65 F, overcast the next day","Flwr:BROSIT,POAPRA,BROTEC,BROCOM,BRORIG,RUBDIS,RUBURS,GERMOL,RUBDIV","jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 17:27:18,"Wong_Michelle",6/30/2016 14:29:34,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-13","AC","1-13","2015",5/14/2015 0:00:00,12/30/1899 15:35:00,5/15/2015 0:00:00,12/30/1899 8:44:00,3.00,499341,5367020,"R051508AAC1-13.cor, P051415AAC1-13.cor and R051416AAC1-13.cor","5/1:Sunny, warm, slight breeze. 5/15: Cloudy, calm","Detected in GIS by NVA on 11/7/15; Surveyed over two days by three different teams: 5/14/2015 - 3:35 pm - 4:06 pm and 4:05 pm - 5:23 pm; 5/15/2015: 7:49 am - 8:44 am. Start and end times taken from GPS files.","jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/8/2016 15:04:11,"Casillas_Brownson_Ana",6/27/2016 17:35:43,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-14","AC","1-14","2012",6/13/2012 0:00:00,12/30/1899 10:45:00,,,2.50,500794,5366930,"P061310AAC1-14.cor","windy, partly cloudy",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 18:30:58,"Rochefort_Regina_M",6/29/2016 15:06:53,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-14","AC","1-14","2015",5/10/2015 0:00:00,12/30/1899 15:45:00,5/12/2015 0:00:00,,1.50,500795,5366930,"S051215AAC1-14NORTH and P051015AAC1-14.cor","Overcast, slight winds",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 19:08:21,"Casillas_Brownson_Ana",6/27/2016 17:46:09,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-14","AC","1-14","2013",5/21/2013 0:00:00,12/30/1899 13:18:00,6/18/2013 0:00:00,,2.00,500794,5366930,"P130521AC1-14.cor and P061812AAC1-14.cor","OVERCAST, BREEZY",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 17:26:39,"Wong_Michelle",6/30/2016 14:34:11,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-14","AC","1-14","2008",4/29/2008 0:00:00,12/30/1899 10:56:00,4/29/2008 0:00:00,12/30/1899 12:28:00,1.30,500794,5366930,"I042910AP1T14.cor and J042911BAP1T14.cor","None","Segments 1-13 were collected from 10:56 to 11:45 am. Segments 14-18 were surveyed by Bivin, Thompson, and McCoy on the same day, from 12:00 to 12:30 pm.","Grace_Lise",8/6/2009 16:12:04,"Antonova_Natalya",7/8/2016 15:12:58,"Silahua_Salvador",7/1/2016 9:55:50,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-14","AC","1-14","2009",6/24/2009 0:00:00,12/30/1899 15:40:00,6/24/2009 0:00:00,12/30/1899 17:52:00,2.25,500794,5366930,"I062415AP1T14",,"autonumbering not used because the wrong data dictionary was used, but points were collected with the GPS","Johnson_Sacha",12/1/2009 14:32:35,"Antonova_Natalya",7/9/2016 18:10:55,"Humphries_Tanner",6/30/2016 15:03:56,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-14","AC","1-14","2014",6/11/2014 0:00:00,12/30/1899 17:16:00,6/11/2014 0:00:00,,0.50,500795,5366930,"P061014AAC1-14.cor and P061117AAC1-14A.cor","Overcast breezy",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/1/2016 17:39:40,"Antonova_Natalya",7/1/2016 17:39:40,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-15","AC","1-15","2015",5/14/2015 0:00:00,12/30/1899 9:00:00,5/14/2015 0:00:00,,5.25,498615,5367195,"R051408AA1-15.cor","Overcast, muggy",,"jboetsch",6/15/2016 15:40:27,"Casillas_Brownson_Ana",6/28/2016 9:59:06,"Casillas_Brownson_Ana",6/28/2016 9:59:06,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-15","AC","1-15","2013",6/19/2013 0:00:00,12/30/1899 12:30:00,6/19/2013 0:00:00,12/30/1899 16:00:00,3.50,498615,5367195,"P061912A.cor","OVERCAST, BREEZY",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 19:11:13,"Antonova_Natalya",7/1/2016 17:42:26,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-15","AC","1-15","2008",4/30/2008 0:00:00,12/30/1899 16:12:00,4/30/2008 0:00:00,12/30/1899 18:35:00,2.30,498615,5367195,"E043015A P1T15.cor",,"Trimble GPS unit #22995","Grace_Lise",8/6/2009 16:12:04,"Rochefort_Regina_M",7/8/2016 16:14:28,"Silahua_Salvador",7/1/2016 13:44:25,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-15","AC","1-15","2009",6/25/2009 0:00:00,12/30/1899 8:46:00,6/25/2009 0:00:00,12/30/1899 12:50:00,4.00,498615,5367195,"J062512aT1P15b and J062508A",,"two files for this transect since we were having problems with the gps unit turning off without our prompting","Johnson_Sacha",12/1/2009 15:38:37,"Humphries_Tanner",6/30/2016 15:27:07,"Humphries_Tanner",6/30/2016 15:27:07,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-15","AC","1-15","2012",7/11/2012 0:00:00,12/30/1899 15:00:00,7/12/2012 0:00:00,,7.10,498615,5367195,"P071114AAC1-15.cor","clear, warm about 73 deg. F","GPS battery died on 7/11/2012","jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 19:20:20,"Wong_Michelle",6/29/2016 17:01:35,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-16","AC","1-16","2015",5/12/2015 0:00:00,12/30/1899 14:20:00,5/13/2015 0:00:00,,4.00,499908,5366960,"I051214AAC1-16A.cor","Sunny, high clouds","No phenology data documented","jboetsch",6/15/2016 15:40:27,"Rochefort_Regina_M",7/8/2016 16:55:28,"Casillas_Brownson_Ana",6/28/2016 10:28:15,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-16","AC","1-16","2009",6/3/2009 0:00:00,12/30/1899 10:35:00,6/3/2009 0:00:00,12/30/1899 16:00:00,5.00,499908,5366959,"J060310AP1T16",,"First half of survey from 10:35 to 13:00 and second half from 14:30 to 16:00","Johnson_Sacha",12/1/2009 15:45:06,"Antonova_Natalya",7/5/2016 14:34:38,"Humphries_Tanner",6/30/2016 15:44:36,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-16","AC","1-16","2008",4/29/2008 0:00:00,12/30/1899 14:28:00,4/29/2008 0:00:00,12/30/1899 17:28:00,3.00,499908,5366960,"I042914AP1T16.cor","None","End time taken from the GPS files.","Grace_Lise",8/6/2009 16:12:04,"Rochefort_Regina_M",7/8/2016 16:11:26,"Antonova_Natalya",7/1/2016 15:57:03,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-16","AC","1-16","2014",6/11/2014 0:00:00,12/30/1899 16:10:00,6/12/2014 0:00:00,,3.50,499908,5366960,"R061116AAC1-16.cor and R061208AAC1-16NORTH","Sunny High clouds","Two files, one one 6/11, one for 6/12","jboetsch",6/15/2016 15:40:27,"Casillas_Brownson_Ana",6/29/2016 15:48:45,"Casillas_Brownson_Ana",6/29/2016 15:48:45,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-16","AC","1-16","2013",5/7/2013 0:00:00,12/30/1899 13:15:00,5/7/2013 0:00:00,12/30/1899 16:00:00,2.75,499908,5366960,"R050713A AC-1-16.cor","Overcast, light breeze, warm","High tide at end","jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/8/2016 16:56:49,"Wong_Michelle",6/30/2016 14:52:31,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-16","AC","1-16","2012",6/15/2012 0:00:00,12/30/1899 11:10:00,7/11/2012 0:00:00,12/30/1899 14:25:00,3.25,499908,5366960,"P071109AAC1-16N.cor and P061511AAC1-16.cor","6/15/2012: partly cloudy, warm 7/11/2012: foggy with sun patches, ~ 63F","6/15/2012: GPS end time 3:14pm 7/11/2012:North portion of transect since 1st crew mistakenly walked 1-10 north of road","jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/5/2016 16:13:05,"Wong_Michelle",6/30/2016 15:57:15,"Boetsch_John",7/11/2016 18:54:35,0,"2 hours south end plus 1 hour 15 min. north for  atotal 3 hours 15 min."
"SAJH","AC.1-17","AC","1-17","2008",4/29/2008 0:00:00,12/30/1899 9:02:00,4/29/2008 0:00:00,12/30/1899 9:54:00,0.90,501520,5366826,"J042908A AP1T17.cor",,"End time taken from GPS files. Regina's handwriting on form, no observers listed.","Grace_Lise",8/6/2009 16:12:04,"Rochefort_Regina_M",7/8/2016 16:12:00,"Silahua_Salvador",7/1/2016 12:14:47,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-17","AC","1-17","2009",6/3/2009 0:00:00,12/30/1899 9:03:00,6/3/2009 0:00:00,12/30/1899 9:46:00,0.75,501520,5366825,"J060309A",,,"Johnson_Sacha",12/1/2009 16:00:19,"Humphries_Tanner",6/30/2016 15:55:52,"Humphries_Tanner",6/30/2016 15:55:52,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-17","AC","1-17","2015",5/10/2015 0:00:00,12/30/1899 14:10:00,5/10/2015 0:00:00,,1.00,501520,5366826,"R051014AAC1-17.cor","Overcast, slight breeze",,"jboetsch",6/15/2016 15:40:27,"Casillas_Brownson_Ana",6/28/2016 10:38:17,"Casillas_Brownson_Ana",6/28/2016 10:38:17,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-17","AC","1-17","2012",5/31/2012 0:00:00,12/30/1899 15:53:00,5/31/2012 0:00:00,12/30/1899 17:16:00,2.20,501520,5366826,"I053115A.cor","muggy",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/8/2016 13:59:17,"Wong_Michelle",6/29/2016 17:05:18,"Boetsch_John",7/11/2016 18:54:35,0,"observers did not put end time or phenology"
"SAJH","AC.1-17","AC","1-17","2014",6/10/2014 0:00:00,12/30/1899 10:10:00,6/10/2014 0:00:00,,1.00,501520,5366826,"R061015AAC1-17.cor and P061010AAC1-17.cor","Overcast, breezy",,"jboetsch",6/15/2016 15:40:27,"Casillas_Brownson_Ana",6/29/2016 15:51:15,"Casillas_Brownson_Ana",6/29/2016 15:51:15,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-17","AC","1-17","2013",5/8/2013 0:00:00,12/30/1899 16:00:00,5/8/2013 0:00:00,12/30/1899 17:30:00,1.50,501520,5366826,"P050816A-AC-1-17.cor","Clear, breezy, warm","Transect So end at safest pt on cliff","jboetsch",6/15/2016 15:40:27,"Wong_Michelle",6/30/2016 14:56:23,"Wong_Michelle",6/30/2016 14:56:23,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-18","AC","1-18","2009",6/25/2009 0:00:00,12/30/1899 8:26:00,6/25/2009 0:00:00,12/30/1899 13:05:00,4.50,497924,5367406,"E062508AP1T18",,,"Johnson_Sacha",12/2/2009 7:35:28,"Humphries_Tanner",6/30/2016 15:59:06,"Humphries_Tanner",6/30/2016 16:04:25,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-18","AC","1-18","2013",6/20/2013 0:00:00,12/30/1899 8:00:00,6/20/2013 0:00:00,12/30/1899 11:56:00,4.00,497924,5367406,"R062008A-AC-1-18.cor","Cloudy, windy",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 18:08:33,"Antonova_Natalya",7/1/2016 17:43:09,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-18","AC","1-18","2012",7/12/2012 0:00:00,12/30/1899 13:50:00,7/12/2012 0:00:00,12/30/1899 16:15:00,4.00,497924,5367406,"P071213AAC1-18.cor and I071213AAC1-18.cor","Clear. sunny, breezy",,"jboetsch",6/15/2016 15:40:27,"Wong_Michelle",6/30/2016 15:58:10,"Wong_Michelle",6/30/2016 16:03:07,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-18","AC","1-18","2015",5/13/2015 0:00:00,12/30/1899 17:06:00,5/14/2015 0:00:00,,5.00,497924,5367406,"S051317AAC1-18.cor","High clouds windy","FESRUB is difficult to see (barely flowering)","jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/9/2016 18:52:48,"Casillas_Brownson_Ana",6/28/2016 11:17:12,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-18","AC","1-18","2008",5/1/2008 0:00:00,12/30/1899 13:40:00,5/1/2008 0:00:00,12/30/1899 17:18:00,3.50,497924,5367406,"I050113AP1T18.cor","None","End time taken from GPS file.","Grace_Lise",8/6/2009 16:12:04,"Rochefort_Regina_M",7/8/2016 16:12:40,"Silahua_Salvador",7/1/2016 12:34:47,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-19","AC","1-19","2009",6/26/2009 0:00:00,12/30/1899 12:25:00,6/26/2009 0:00:00,12/30/1899 14:15:00,1.75,499705,5366996,"I062512AP1T19",,"autonumbering of segments not collected because the wrong data screen was used.","Johnson_Sacha",12/2/2009 8:14:02,"Antonova_Natalya",7/5/2016 15:35:08,"Humphries_Tanner",6/30/2016 16:12:19,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-19","AC","1-19","2012",6/6/2012 0:00:00,12/30/1899 12:02:00,6/6/2012 0:00:00,12/30/1899 15:22:00,3.50,499705,5366996,"I060612AAC1-19.cor","partly cloudy, windy",,"jboetsch",6/15/2016 15:40:27,"Wong_Michelle",6/30/2016 16:07:58,"Wong_Michelle",6/30/2016 16:07:59,"Boetsch_John",7/11/2016 18:54:35,0,
"SAJH","AC.1-19","AC","1-19","2015",5/12/2015 0:00:00,12/30/1899 10:34:00,5/12/2015 0:00:00,,3.25,499705,5366996,"R051210A-A1-19.cor","Overcast, slight breeze",,"jboetsch",6/15/2016 15:40:27,"Antonova_Natalya",7/7/2016 16:43:35,"Casillas_Brownson_Ana",6/28/2016 16:56:47,"Boetsch_John",7/11/2016 18:54:35,0,
