"LocCode","UnitCode","CoverClass","Year","SegLenM","TransectLenM","pCoverEpsilon","Panel_type","WYear","pCoveru","pCoverl","pCovera"
"AC.1-9","AC","0-10%",2008,29.11,79.21,36.75,"Annual",1,36.75,-0.542956901948784,0.651296202237561
"AC.1-9","AC","0-10%",2009,37,97,38.14,"Annual",2,38.14,-0.483610167084651,0.665656875937607
"AC.1-9","AC","0-10%",2012,32.07,96.14,33.36,"Annual",5,33.36,-0.691947420368041,0.615762523119324
"AC.1-9","AC","0-10%",2013,69.4,99.75,69.57,"Annual",6,69.57,0.82690447602667,0.98647440121008
"AC.1-9","AC","0-10%",2014,74.57,130.83,57,"Annual",7,57,0.281851152140988,0.855628870752376
"AC.1-9","AC","0-10%",2015,31.35,78.92,39.72,"Annual",8,39.72,-0.417145534581323,0.68185978040753
"AC.2-1","AC","0-10%",2007,3.12,90.07,3.46,"Alternating",0,3.46,-3.32868884116271,0.187100468009963
"AC.2-1","AC","0-10%",2014,5.99,62.37,9.6,"Alternating",7,9.6,-2.24248116892434,0.31502334522292
"AC.2-2","AC","0-10%",2007,42.38,157.57,26.9,"Alternating",0,26.9,-0.999702080147939,0.545273676341471
"AC.2-2","AC","0-10%",2014,41.76,201.25,20.75,"Alternating",7,20.75,-1.34006116608068,0.472958134516794
"AC.2-3","AC","0-10%",2007,42.3,55.72,75.92,"Alternating",0,75.92,1.14829853386105,1.05788758579765
"AC.2-3","AC","0-10%",2014,0,11.74,0.59,"Alternating",7,0,-5.12688545430643,0
"AC.2-4","AC","0-10%",2007,39.01,111.48,34.99,"Alternating",0,34.99,-0.619478797836781,0.632947004449197
"AC.2-4","AC","0-10%",2014,2.36,43.74,5.4,"Alternating",7,5.4,-2.8632585224876,0.234522929132543
"AC.2-5","AC","0-10%",2007,21.59,115.42,18.71,"Alternating",0,18.71,-1.46896486747248,0.447319776354707
"AC.2-5","AC","0-10%",2014,31,69.3,44.73,"Alternating",7,44.73,-0.211585848400415,0.732600096900353
"AC.3-1","AC","0-10%",2008,114.31,152.85,74.79,"Alternating",1,74.79,1.08744344500375,1.04477605596719
"AC.3-1","AC","0-10%",2015,30.42,39.53,76.95,"Alternating",8,76.95,1.20549009084223,1.0700228836354
"AC.3-2","AC","0-10%",2008,0,23.85,0.59,"Alternating",1,0,-5.12688545430643,0
"AC.3-2","AC","0-10%",2009,3.08,56.57,5.44,"Alternating",2,5.44,-2.85545549278994,0.235406276280001
"AC.3-2","AC","0-10%",2015,1.98,24.56,8.06,"Alternating",8,8.06,-2.43422263385954,0.287860481124879
"AC.3-4","AC","0-10%",2008,19.71,21.65,91.04,"Alternating",1,91.04,2.31852874339118,1.2668032306804
"AC.3-4","AC","0-10%",2015,23.92,26.28,91.02,"Alternating",8,91.02,2.31607938027439,1.26645327618974
"AC.3-5","AC","0-10%",2008,7,7,99.41,"Alternating",1,100,5.12688545430642,1.5707963267949
"AC.3-5","AC","0-10%",2009,7.45,8.6,86.63,"Alternating",2,86.63,1.8686327847882,1.19646514585863
"AC.3-5","AC","0-10%",2015,3.19,16.19,19.7,"Alternating",8,19.7,-1.40515098520877,0.459886966772016
"AC.1-10","AC","11-49%",2008,103.53,399,25.95,"Annual",1,25.95,-1.04856893110191,0.534500678280495
"AC.1-10","AC","11-49%",2009,209.18,523.84,39.93,"Annual",2,39.93,-0.40838262778694,0.68400466403194
"AC.1-10","AC","11-49%",2012,92.23,171.6,53.75,"Annual",5,53.75,0.150282203049338,0.822933408935807
"AC.1-10","AC","11-49%",2013,290.83,366,79.46,"Annual",6,79.46,1.35287954588604,1.10043234752738
"AC.1-10","AC","11-49%",2014,134.35,408.44,32.89,"Annual",7,32.89,-0.713164403969182,0.610769535126272
"AC.1-10","AC","11-49%",2015,141.88,374.22,37.91,"Annual",8,37.91,-0.493370015848558,0.663287928407492
"AC.1-11","AC","11-49%",2008,2.82,32.22,8.75,"Annual",1,8.75,-2.34454929209308,0.300297063433025
"AC.1-11","AC","11-49%",2009,0,37,2.17,"Annual",2,0,-3.80850411091697,0
"AC.1-11","AC","11-49%",2012,16.03,54.35,29.49,"Annual",5,29.49,-0.871703320903764,0.57406148805765
"AC.1-11","AC","11-49%",2013,12.8,45.2,28.32,"Annual",6,28.32,-0.928643499841156,0.561156139535629
"AC.1-11","AC","11-49%",2014,5.72,45.67,12.52,"Annual",7,12.52,-1.94408283013661,0.361669391904289
"AC.1-11","AC","11-49%",2015,11.44,53.18,21.51,"Annual",8,21.51,-1.29445328485908,0.482266932626757
"AC.1-12","AC","11-49%",2008,30,32.38,92.65,"Annual",1,92.65,2.53412863950662,1.29625150461788
"AC.1-12","AC","11-49%",2009,82.08,201.84,40.67,"Annual",2,40.67,-0.377624360351419,0.691548055347414
"AC.1-12","AC","11-49%",2012,8.03,40.85,19.66,"Annual",5,19.66,-1.40768151421212,0.459383923147744
"AC.1-12","AC","11-49%",2013,48.24,64.52,74.77,"Annual",6,74.77,1.08638297235886,1.04454578735895
"AC.1-12","AC","11-49%",2015,48.95,173.71,28.18,"Annual",8,28.18,-0.935550482327403,0.559601326551524
"AC.1-13","AC","11-49%",2008,19.47,80.86,24.08,"Annual",1,24.08,-1.14829853386105,0.512908740997243
"AC.1-13","AC","11-49%",2009,3.61,107.73,3.35,"Annual",2,3.35,-3.36213585981736,0.184067689751395
"AC.1-13","AC","11-49%",2012,65.4,118.69,55.1,"Annual",5,55.1,0.20471192141066,0.836487014010075
"AC.1-13","AC","11-49%",2013,88.01,131.71,66.82,"Annual",6,66.82,0.700055152166312,0.956943902822166
"AC.1-13","AC","11-49%",2014,38.77,76.02,51,"Annual",7,51,0.0400053346136992,0.795398830184143
"AC.1-13","AC","11-49%",2015,20.7,91.93,22.52,"Annual",8,22.52,-1.23561603526731,0.494455480453701
"AC.1-14","AC","11-49%",2008,3.32,37.59,8.83,"Annual",1,8.83,-2.33457088098094,0.301709748610366
"AC.1-14","AC","11-49%",2009,11,56,19.64,"Annual",2,19.64,-1.40894823702041,0.459132256424408
"AC.1-14","AC","11-49%",2012,0,18.51,2.17,"Annual",5,0,-3.80850411091697,0
"AC.1-14","AC","11-49%",2013,0,33.4,2.17,"Annual",6,0,-3.80850411091697,0
"AC.1-14","AC","11-49%",2014,0,36.88,2.17,"Annual",7,0,-3.80850411091697,0
"AC.1-14","AC","11-49%",2015,5.82,34.03,17.1,"Annual",8,17.1,-1.57855659863264,0.42631831877515
"AC.1-15","AC","11-49%",2008,59.76,94.62,63.16,"Annual",1,63.16,0.539086978000335,0.918566993875463
"AC.1-15","AC","11-49%",2009,109.01,161.73,67.4,"Annual",2,67.4,0.7263327295456,0.963116618837793
"AC.1-15","AC","11-49%",2012,77.11,147.29,52.35,"Annual",5,52.35,0.0940693072163347,0.808906823925878
"AC.1-15","AC","11-49%",2013,89.76,173.51,51.73,"Annual",6,51.73,0.069227634343022,0.802701617069675
"AC.1-15","AC","11-49%",2015,82.79,120.71,68.59,"Annual",8,68.59,0.781020437960675,0.975871798928781
"AC.1-16","AC","11-49%",2008,75.97,143.43,52.97,"Annual",1,52.97,0.118940019599479,0.815115656568699
"AC.1-16","AC","11-49%",2009,124.71,239.69,52.03,"Annual",2,52.03,0.0812446597882397,0.805703744489616
"AC.1-16","AC","11-49%",2012,111.37,207.46,53.68,"Annual",5,53.68,0.147466659398687,0.822231468668822
"AC.1-16","AC","11-49%",2013,121.18,192.62,62.91,"Annual",6,62.91,0.528357742080439,0.915977443459483
"AC.1-16","AC","11-49%",2014,109.6,284.04,38.59,"Annual",7,38.59,-0.46457951279178,0.670283913578681
"AC.1-16","AC","11-49%",2015,138.19,355.73,38.85,"Annual",8,38.85,-0.453621785319525,0.672952718920056
"AC.1-17","AC","11-49%",2008,5.99,13.1,45.73,"Annual",1,45.73,-0.17121705040535,0.74264608932405
"AC.1-17","AC","11-49%",2009,0,4.09,2.17,"Annual",2,0,-3.80850411091697,0
"AC.1-17","AC","11-49%",2012,17.04,17.04,97.83,"Annual",5,100,3.80850411091697,1.5707963267949
"AC.1-17","AC","11-49%",2013,0,9.35,2.17,"Annual",6,0,-3.80850411091697,0
"AC.1-17","AC","11-49%",2015,8.44,8.44,97.83,"Annual",8,100,3.80850411091697,1.5707963267949
"AC.1-18","AC","11-49%",2008,40.49,74.76,54.16,"Annual",1,54.16,0.166785556197535,0.827046307716014
"AC.1-18","AC","11-49%",2009,155.09,188.51,82.27,"Annual",2,82.27,1.53474840109472,1.13617158042519
"AC.1-18","AC","11-49%",2012,54.19,139.83,38.75,"Annual",5,38.75,-0.45783309362548,0.671926645308188
"AC.1-18","AC","11-49%",2013,76.55,136.01,56.28,"Annual",6,56.28,0.252533568937851,0.848364462098117
"AC.1-18","AC","11-49%",2015,39.78,235.88,16.86,"Annual",8,16.86,-1.59558198125078,0.423122195707002
"AC.1-19","AC","11-49%",2008,94.94,234.39,40.51,"Annual",1,40.51,-0.384259373985215,0.689918943513529
"AC.1-19","AC","11-49%",2009,74,228,32.46,"Annual",2,32.46,-0.732711452870976,0.606185534964158
"AC.1-19","AC","11-49%",2012,61.67,101.34,60.85,"Annual",5,60.85,0.441011396996724,0.894768255907092
"AC.1-19","AC","11-49%",2013,95,125.26,75.84,"Annual",6,75.84,1.14392748488015,1.05695259397793
"AC.1-19","AC","11-49%",2014,78.77,179.12,43.98,"Annual",7,43.98,-0.241973784705347,0.72505176154778
"AC.1-19","AC","11-49%",2015,90.41,121.21,74.59,"Annual",8,74.59,1.076863652635,1.04247607918981
"AC.1-2","AC","11-49%",2007,30.88,102.45,30.14,"Annual",0,30.14,-0.840640046180336,0.581166250969794
"AC.1-2","AC","11-49%",2008,0,24.26,2.17,"Annual",1,0,-3.80850411091697,0
"AC.1-2","AC","11-49%",2009,27.55,87.76,31.39,"Annual",2,31.39,-0.781948925848937,0.594709064657429
"AC.1-2","AC","11-49%",2012,29.57,67.97,43.5,"Annual",5,43.5,-0.261479700057757,0.720213673545876
"AC.1-2","AC","11-49%",2013,31.54,89.51,35.24,"Annual",6,35.24,-0.608506327741455,0.635565743131296
"AC.1-2","AC","11-49%",2014,52.14,99.98,52.15,"Annual",7,52.15,0.0860530635478181,0.806904794499673
"AC.1-2","AC","11-49%",2015,21.47,149.65,14.35,"Annual",8,14.35,-1.7865192825645,0.388514386285384
"AC.1-20","AC","11-49%",2008,2.55,2.55,97.83,"Annual",1,100,3.80850411091697,1.5707963267949
"AC.1-20","AC","11-49%",2009,19.8,29.58,66.94,"Annual",2,66.94,0.705472603390302,0.958218749971412
"AC.1-20","AC","11-49%",2012,22.08,35.94,61.44,"Annual",5,61.44,0.465845619097072,0.900820565731589
"AC.1-20","AC","11-49%",2013,0,10.59,2.17,"Annual",6,0,-3.80850411091697,0
"AC.1-20","AC","11-49%",2014,34.93,41.21,84.76,"Annual",7,84.76,1.7159001831416,1.16974721267702
"AC.1-20","AC","11-49%",2015,16.79,32.61,51.49,"Annual",8,51.49,0.059617651800925,0.800300369578525
"AC.1-3","AC","11-49%",2007,65.5,80.83,81.03,"Annual",0,81.03,1.45196067252571,1.12015199019001
"AC.1-3","AC","11-49%",2008,0,13.48,2.17,"Annual",1,0,-3.80850411091697,0
"AC.1-3","AC","11-49%",2009,15.6,42,37.14,"Annual",2,37.14,-0.526215475444862,0.655336361187835
"AC.1-3","AC","11-49%",2012,0,10.35,2.17,"Annual",5,0,-3.80850411091697,0
"AC.1-3","AC","11-49%",2013,9.15,60.44,15.14,"Annual",6,15.14,-1.72366259176488,0.399656059569388
"AC.1-3","AC","11-49%",2014,0,24.18,2.17,"Annual",7,0,-3.80850411091697,0
"AC.1-3","AC","11-49%",2015,7.46,28.89,25.82,"Annual",8,25.82,-1.05534518664295,0.533016669331472
"AC.1-4","AC","11-49%",2007,14.13,46.33,30.5,"Annual",0,30.5,-0.823600068957381,0.585082367046762
"AC.1-4","AC","11-49%",2008,49.23,74.85,65.77,"Annual",1,65.77,0.653061354771166,0.945837232968981
"AC.1-4","AC","11-49%",2009,77.53,87.04,89.07,"Annual",2,89.07,2.09791127525533,1.23385124181738
"AC.1-4","AC","11-49%",2012,89.77,136.43,65.8,"Annual",5,65.8,0.654394194262712,0.946153402166559
"AC.1-4","AC","11-49%",2013,73.19,156.14,46.87,"Annual",6,46.87,-0.125363928528237,0.754077684398661
"AC.1-4","AC","11-49%",2014,85.22,140.69,60.57,"Annual",7,60.57,0.42927277310332,0.89190171868545
"AC.1-4","AC","11-49%",2015,88.34,111.19,79.45,"Annual",8,79.45,1.35226695204048,1.10030859436137
"AC.1-5","AC","11-49%",2007,49.68,191.78,25.9,"Annual",0,25.9,-1.05117256359655,0.533930192477715
"AC.1-5","AC","11-49%",2008,79.91,265.57,30.09,"Annual",1,30.09,-0.84301580988194,0.580621301011378
"AC.1-5","AC","11-49%",2009,43.88,163.33,26.87,"Annual",2,26.87,-1.00122825665546,0.544935352182007
"AC.1-5","AC","11-49%",2012,15.78,140.5,11.23,"Annual",5,11.23,-2.06745998632988,0.341724017846193
"AC.1-5","AC","11-49%",2013,25.1,39.36,63.77,"Annual",6,63.77,0.565395355420194,0.924901047364889
"AC.1-5","AC","11-49%",2014,83.13,182.28,45.61,"Annual",7,45.61,-0.17605332271126,0.741441563821426
"AC.1-5","AC","11-49%",2015,47.33,139.39,33.96,"Annual",8,33.96,-0.66507725760878,0.62211115914501
"AC.1-6","AC","11-49%",2008,0,25.2,2.17,"Annual",1,0,-3.80850411091697,0
"AC.1-6","AC","11-49%",2009,109.99,171.43,64.16,"Annual",2,64.16,0.582315375451529,0.928962698735303
"AC.1-6","AC","11-49%",2012,53.04,110.71,47.91,"Annual",5,47.91,-0.0836487408620696,0.764492072387793
"AC.1-6","AC","11-49%",2013,97.66,127.51,76.59,"Annual",6,76.59,1.18530323841868,1.06576047551723
"AC.1-6","AC","11-49%",2015,104.94,112.71,93.11,"Annual",8,93.11,2.60371050487487,1.30519651489406
"AC.1-7","AC","11-49%",2008,20.54,51.4,39.96,"Annual",1,39.96,-0.407132052984908,0.684310920640079
"AC.1-7","AC","11-49%",2009,101.31,196.19,51.64,"Annual",2,51.64,0.0656235402318498,0.801801105451335
"AC.1-7","AC","11-49%",2012,27.55,71.91,38.31,"Annual",5,38.31,-0.47641088450899,0.667406074300121
"AC.1-7","AC","11-49%",2013,111.64,148.91,74.97,"Annual",6,74.97,1.09701292807129,1.04685121026173
"AC.1-7","AC","11-49%",2014,39.02,167.13,23.35,"Annual",7,23.35,-1.18865262120292,0.504327044262777
"AC.1-7","AC","11-49%",2015,65.11,115.04,56.6,"Annual",8,56.6,0.265549544102778,0.851591345969938
"AC.1-8","AC","11-49%",2008,2.86,58.47,4.89,"Annual",1,4.89,-2.96784181300751,0.222976533871498
"AC.1-8","AC","11-49%",2009,0,63.29,2.17,"Annual",2,0,-3.80850411091697,0
"AC.1-8","AC","11-49%",2012,0,46.97,2.17,"Annual",5,0,-3.80850411091697,0
"AC.1-8","AC","11-49%",2013,6.79,72.43,9.37,"Annual",6,9.37,-2.26927218781636,0.311098465019004
"AC.1-8","AC","11-49%",2014,0,68.7,2.17,"Annual",7,0,-3.80850411091697,0
"AC.1-8","AC","11-49%",2015,0,54.81,2.17,"Annual",8,0,-3.80850411091697,0
"AC.1-9","AC","11-49%",2008,50.1,79.21,63.25,"Annual",1,63.25,0.542956901948784,0.919500124557336
